Authors,Title,Year,Source title,Page start,Page end,Cited by
"Whitcomb, D.C., LaRusch, J., Krasinskas, A.M., Klei, L., Smith, J.P., Brand, R.E., Neoptolemos, J.P., Lerch, M.M., Tector, M., Sandhu, B.S., Guda, N.M., Orlichenko, L., Alkaade, S., Amann, S.T., Anderson, M.A., Baillie, J., Banks, P.A., Conwell, D., Coté, G.A., Cotton, P.B., DiSario, J., Farrer, L.A., Forsmark, C.E., Johnstone, M., Gardner, T.B., Gelrud, A., Greenhalf, W., Haines, J.L., Hartman, D.J., Hawes, R.A., Lawrence, C., Lewis, M., Mayerle, J., Mayeux, R., Melhem, N.M., Money, M.E., Muniraj, T., Papachristou, G.I., Pericak-Vance, M.A., Romagnuolo, J., Schellenberg, G.D., Sherman, S., Simon, P., Singh, V.P., Slivka, A., Stolz, D., Sutton, R., Weiss, F.U., Wilcox, C.M., Zarnescu, N.O., Wisniewski, S.R., O'Connell, M.R., Kienholz, M.L., Roeder, K., Barmada, M.M., Yadav, D., Devlin, B., Albert, M.S., Albin, R.L., Apostolova, L.G., Arnold, S.E., Baldwin, C.T., Barber, R., Barnes, L.L., Beach, T.G., Beecham, G.W., Beekly, D., Bennett, D.A., Bigio, E.H., Bird, T.D., Blacker, D., Boxer, A., Burke, J.R., Buxbaum, J.D., Cairns, N.J., Cantwell, L.B., Cao, C., Carney, R.M., Carroll, S.L., Chui, H.C., Clark, D.G., Cribbs, D.H., Crocco, E.A., Cruchaga, C., DeCarli, C., Demirci, F.Y., Dick, M., Dickson, D.W., Duara, R., Ertekin-Taner, N., Faber, K.M., Fallon, K.B., Farlow, M.R., Ferris, S., Foroud, T.M., Frosch, M.P., Galasko, D.R., Ganguli, M., Gearing, M., Geschwind, D.H., Ghetti, B., Gilbert, J.R., Gilman, S., Glass, J.D., Goate, A.M., Graff-Radford, N.R., Green, R.C., Growdon, J.H., Hakonarson, H., Hamilton-Nelson, K.L., Hamilton, R.L., Harrell, L.E., Head, E., Honig, L.S., Hulette, C.M., Hyman, B.T., Jicha, G.A., Jin, L.-W., Jun, G., Kamboh, M.I., Karydas, A., Kaye, J.A., Kim, R., Koo, E.H., Kowall, N.W., Kramer, J.H., Kramer, P., Kukul, W.A., LaFerla, F.M., Lah, J.J., Leverenz, J.B., Levey, A.I., Li, G., Lin, C.-F., Lieberman, A.P., Lopez, O.L., Lunetta, K.L., Lyketsos, C.G., MacK, W.J., Marson, D.C., Martin, E.R., Martiniuk, F., Mash, D.C., Masliah, E., McKee, A.C., Mesulam, M., Miller, B.L., Miller, C.A., Miller, J.W., Montine, T.J., Morris, J.C., Murrel, J.R., Naj, A.C., Olichney, J.M., Parisi, J.E., Peskind, E., Petersen, R.C., Pierce, A., Poon, W.W., Potter, H., Quinn, J.F., Raj, A., Raskind, M., Reiman, E.M., Reisberg, B., Reitz, C., Ringman, J.M., Roberson, E.D., Rosen, H.J., Rosenberg, R.N., Sano, M., Saykin, A.J., Schneider, J.A., Schneider, L.S., Seeley, W.W., Smith, A.G., Sonnen, J.A., Spina, S., Stern, R.A., Tanzi, R.E., Trojanowski, J.Q., Troncoso, J.C., Tsuang, D.W., Valladares, O., Van Deerlin, V.M., Van Eldik, L.J., Vardarajan, B.N., Vinters, H.V., Vonsatte, J.P., Wang, L.-S., Weintraub, S., Welsh-Bohmer, K.A., Williamson, J., Woltjer, R.L., Wright, C.B., Younkin, S.G., Yu, C.-E., Yu, L.",Common genetic variants in the CLDN2 and PRSS1-PRSS2 loci alter risk for alcohol-related and sporadic pancreatitis,2012,Nature Genetics,1349,1354,52
"Choi, K., Zhao, X., Kelly, K.A., Venn, O., Higgins, J.D., Yelina, N.E., Hardcastle, T.J., Ziolkowski, P.A., Copenhaver, G.P., Franklin, F.C.H., Mcvean, G., Henderson, I.R.",Arabidopsis meiotic crossover hot spots overlap with H2A.Z nucleosomes at gene promoters,2013,Nature Genetics,1327,1338,52
"Kornblum, C., Nicholls, T.J., Haack, T.B., Schöler, S., Peeva, V., Danhauser, K., Hallmann, K., Zsurka, G., Rorbach, J., Iuso, A., Wieland, T., Sciacco, M., Ronchi, D., Comi, G.P., Moggio, M., Quinzii, C.M., Dimauro, S., Calvo, S.E., Mootha, V.K., Klopstock, T., Strom, T.M., Meitinger, T., Minczuk, M., Kunz, W.S., Prokisch, H.",Loss-of-function mutations in MGME1 impair mtDNA replication and cause multisystemic mitochondrial disease,2013,Nature Genetics,214,219,52
"Wicker, T., Oberhaensli, S., Parlange, F., Buchmann, J.P., Shatalina, M., Roffler, S., Ben-David, R., Doležel, J., Šimková, H., Schulze-Lefert, P., Spanu, P.D., Bruggmann, R., Amselem, J., Quesneville, H., Ver Loren Van Themaat, E., Paape, T., Shimizu, K.K., Keller, B.",The wheat powdery mildew genome shows the unique evolution of an obligate biotroph,2013,Nature Genetics,1092,1096,52
"Lim, J.E., Jin, O., Bennett, C., Morgan, K., Wang, F., Trenor III, C.C., Fleming, M.D., Andrews, N.C.",A mutation in Sec15l1 causes anemia in hemoglobin deficit (hbd) mice,2005,Nature Genetics,1270,1273,53
"Zhang, K., Zhu, J., Shendure, J., Porreca, G.J., Aach, J.D., Mitra, R.D., Church, G.M.",Long-range polony haplotyping of individual human chromosome molecules,2006,Nature Genetics,382,387,53
"Lim, H.N., Van Oudenaarden, A.",A multistep epigenetic switch enables the stable inheritance of DNA methylation states,2007,Nature Genetics,269,275,53
"Behmoaras, J., Bhangal, G., Smith, J., McDonald, K., Mutch, B., Lai, P.C., Domin, J., Game, L., Salama, A., Foxwell, B.M., Pusey, C.D., Cook, H.T., Aitman, T.J.",Jund is a determinant of macrophage activation and is associated with glomerulonephritis susceptibility,2008,Nature Genetics,553,559,53
"Lemaire, S.A., McDonald, M.-L.N., Guo, D.-C., Russell, L., Miller, C.C., Johnson, R.J., Bekheirnia, M.R., Franco, L.M., Nguyen, M., Pyeritz, R.E., Bavaria, J.E., Devereux, R., Maslen, C., Holmes, K.W., Eagle, K., Body, S.C., Seidman, C., Seidman, J.G., Isselbacher, E.M., Bray, M., Coselli, J.S., Estrera, A.L., Safi, H.J., Belmont, J.W., Leal, S.M., Milewicz, D.M.",Genome-wide association study identifies a susceptibility locus for thoracic aortic aneurysms and aortic dissections spanning FBN1 at 15q21.1,2011,Nature Genetics,996,1002,53
"Economou, A.D., Ohazama, A., Porntaveetus, T., Sharpe, P.T., Kondo, S., Basson, M.A., Gritli-Linde, A., Cobourne, M.T., Green, J.B.A.",Periodic stripe formation by a Turing mechanism operating at growth zones in the mammalian palate,2012,Nature Genetics,348,351,53
"Keller, A., Westenberger, A., Sobrido, M.J., García-Murias, M., Domingo, A., Sears, R.L., Lemos, R.R., Ordoñez-Ugalde, A., Nicolas, G., Da Cunha, J.E.G., Rushing, E.J., Hugelshofer, M., Wurnig, M.C., Kaech, A., Reimann, R., Lohmann, K., Dobričić, V., Carracedo, A., Petrović, I., Miyasaki, J.M., Abakumova, I., Mäe, M.A., Raschperger, E., Zatz, M., Zschiedrich, K., Klepper, J., Spiteri, E., Prieto, J.M., Navas, I., Preuss, M., Dering, C., Janković, M., Paucar, M., Svenningsson, P., Saliminejad, K., Khorshid, H.R.K., Novaković, I., Aguzzi, A., Boss, A., Le Ber, I., Defer, G., Hannequin, D., Kostić, V.S., Campion, D., Geschwind, D.H., Coppola, G., Betsholtz, C., Klein, C., Oliveira, J.R.M.",Mutations in the gene encoding PDGF-B cause brain calcifications in humans and mice,2013,Nature Genetics,1077,1082,53
"Lunardi, A., Ala, U., Epping, M.T., Salmena, L., Clohessy, J.G., Webster, K.A., Wang, G., Mazzucchelli, R., Bianconi, M., Stack, E.C., Lis, R., Patnaik, A., Cantley, L.C., Bubley, G., Cordon-Cardo, C., Gerald, W.L., Montironi, R., Signoretti, S., Loda, M., Nardella, C., Pandolfi, P.P.",A co-clinical approach identifies mechanisms and potential therapies for androgen deprivation resistance in prostate cancer,2013,Nature Genetics,747,755,53
"Sharma, V.P., Fenwick, A.L., Brockop, M.S., Mcgowan, S.J., Goos, J.A.C., Hoogeboom, A.J.M., Brady, A.F., Jeelani, N.O., Lynch, S.A., Mulliken, J.B., Murray, D.J., Phipps, J.M., Sweeney, E., Tomkins, S.E., Wilson, L.C., Bennett, S., Cornall, R.J., Broxholme, J., Kanapin, A., Johnson, D., Wall, S.A., Van Der Spek, P.J., Mathijssen, I.M.J., Maxson, R.E., Twigg, S.R.F., Wilkie, A.O.M.","Mutations in TCF12, encoding a basic helix-loop-helix partner of TWIST1, are a frequent cause of coronal craniosynostosis",2013,Nature Genetics,304,307,53
"Zheng, H., Zhang, W., Zhang, L., Zhang, Z., Li, J., Lu, G., Zhu, Y., Wang, Y., Huang, Y., Liu, J., Kang, H., Chen, J., Wang, L., Chen, A., Yu, S., Gao, Z., Jin, L., Gu, W., Wang, Z., Zhao, L., Shi, B., Wen, H., Lin, R., Jones, M.K., Brejova, B., Vinar, T., Zhao, G., McManus, D.P., Chen, Z., Zhou, Y., Wang, S.",The genome of the hydatid tapeworm Echinococcus granulosus,2013,Nature Genetics,1168,1175,53
"Raedt, T.D., Stephens, M., Heyns, I., Brems, H., Thijs, D., Messiaen, L., Stephens, K., Lazaro, C., Wimmer, K., Kehrer-Sawatzki, H., Vidaud, D., Kluwe, L., Marynen, P., Legius, E.",Conservation of hotspots for recombination in low-copy repeats associated with the NF1 microdeletion,2006,Nature Genetics,1419,1423,54
"Shiba, H., Kakizaki, T., Iwano, M., Tarutani, Y., Watanabe, M., Isogai, A., Takayama, S.",Dominance relationships between self-incompatibility alleles controlled by DNA methylation,2006,Nature Genetics,297,299,54
"Delneri, D., Hoyle, D.C., Gkargkas, K., Cross, E.J.M., Rash, B., Zeef, L., Leong, H.-S., Davey, H.M., Hayes, A., Kell, D.B., Griffith, G.W., Oliver, S.G.",Identification and characterization of high-flux-control genes of yeast through competition analyses in continuous cultures,2008,Nature Genetics,113,117,54
"Steiger, D., Furrer, M., Schwinkendorf, D., Gallant, P.",Max-independent functions of Myc in Drosophila melanogaster,2008,Nature Genetics,1084,1091,54
"McCarroll, S.A., Bradner, J.E., Turpeinen, H., Volin, L., Martin, P.J., Chilewski, S.D., Antin, J.H., Lee, S.J., Ruutu, T., Storer, B., Warren, E.H., Zhang, B., Zhao, L.P., Ginsburg, D., Soiffer, R.J., Partanen, J., Hansen, J.A., Ritz, J., Palotie, A., Altshuler, D.",Donor-recipient mismatch for common gene deletion polymorphisms in graft-versus-host disease,2009,Nature Genetics,1341,1344,54
"Den Hoed, M., Eijgelsheim, M., Esko, T., Brundel, B.J.J.M., Peal, D.S., Evans, D.M., Nolte, I.M., Segrè, A.V., Holm, H., Handsaker, R.E., Westra, H.-J., Johnson, T., Isaacs, A., Yang, J., Lundby, A., Zhao, J.H., Kim, Y.J., Go, M.J., Almgren, P., Bochud, M., Boucher, G., Cornalis, M.C., Gudbjartsson, D., Hadley, D., Van Der Harst, P., Hayward, C., Den Heijer, M., Igl, W., Jackson, A.U., Kutalik, Z., Luan, J., Kemp, J.P., Kristiansson, K., Ladenvall, C., Lorentzon, M., Montasser, M.E., Njajou, O.T., O'Reilly, P.F., Padmanabhan, S., St. Pourcain, B., Rankinen, T., Salo, P., Tanaka, T., Timpson, N.J., Vitart, V., Waite, L., Wheeler, W., Zhang, W., Draisma, H.H.M., Feitosa, M.F., Kerr, K.F., Lind, P.A., Mihailov, E., Onland-Moret, N.C., Song, C., Weedon, M.N., Xie, W., Yengo, L., Absher, D., Albert, C.M., Alonso, A., Arking, D.E., De Bakker, P.I.W., Balkau, B., Barlassina, C., Benaglio, P., Bis, J.C., Bouatia-Naji, N., Brage, S., Chanock, S.J., Chines, P.S., Chung, M., Darbar, D., Dina, C., Dörr, M., Elliott, P., Felix, S.B., Fischer, K., Fuchsberger, C., De Geus, E.J.C., Goyette, P., Gudnason, V., Harris, T.B., Hartikainen, A.-L., Havulinna, A.S., Heckbert, S.R., Hicks, A.A., Hofman, A., Holewijn, S., Hoogstra-Berends, F., Hottenga, J.-J., Jensen, M.K., Johansson, Å., Junttila, J., Kääb, S., Kanon, B., Ketkar, S., Khaw, K.-T., Knowles, J.W., Kooner, A.S., Kors, J.A., Kumari, M., Milani, L., Laiho, P., Lakatta, E.G., Langenberg, C., Leusink, M., Liu, Y., Luben, R.N., Lunetta, K.L., Lynch, S.N., Markus, M.R.P., Marques-Vidal, P., Leach, I.M., McArdle, W.L., McCarroll, S.A., Medland, S.E., Miller, K.A., Montgomery, G.W., Morrison, A.C., Müller-Nurasyid, M., Navarro, P., Nelis, M., O'Connell, J.R., O'Donnell, C.J., Ong, K.K., Newman, A.B., Peters, A., Polasek, O., Pouta, A., Pramstaller, P.P., Psaty, B.M., Rao, D.C., Ring, S.M., Rossin, E.J., Rudan, D., Sanna, S., Scott, R.A., Sehmi, J.S., Sharp, S., Shin, J.T., Singleton, A.B., Smith, A.V., Soranzo, N., Spector, T.D., Stewart, C., Stringham, H.M., Tarasov, K.V., Uitterlinden, A.G., Vandenput, L., Hwang, S.-J., Whitfield, J.B., Wijmenga, C., Wild, S.H., Willemsen, G., Wilson, J.F., Witteman, J.C.M., Wong, A., Wong, Q., Jamshidi, Y., Zitting, P., Boer, J.M.A., Boomsma, D.I., Borecki, I.B., Van Duijn, C.M., Ekelund, U., Forouhi, N.G., Froguel, P., Hingorani, A., Ingelsson, E., Kivimaki, M., Kronmal, R.A., Kuh, D., Lind, L., Martin, N.G., Oostra, B.A., Pedersen, N.L., Quertermous, T., Rotter, J.I., Van Der Schouw, Y.T., Verschuren, W.M.M., Walker, M., Albanes, D., Arnar, D.O., Assimes, T.L., Bandinelli, S., Boehnke, M., De Boer, R.A., Bouchard, C., W L Mark Caulfield, Chambers, J.C., Curhan, G., Cusi, D., Eriksson, J., Ferrucci, L., Van Gilst, W.H., Glorioso, N., De Graaf, J., Groop, L., Gyllensten, U., Hsueh, W.-C., Hu, F.B., Huikuri, H.V., Hunter, D.J., Iribarren, C., Isomaa, B., Jarvelin, M.-R., Jula, A., Kähönen, M., Kiemeney, L.A., Van Der Klauw, M.M., Kooner, J.S., Kraft, P., Iacoviello, L., Lehtimäki, T., Lokki, M.-L.L., Mitchell, B.D., Navis, G., Nieminen, M.S., Ohlsson, C., Poulter, N.R., Qi, L., Raitakari, O.T., Rimm, E.B., Rioux, J.D., Rizzi, F., Rudan, I., Salomaa, V., Sever, P.S., Shields, D.C., Shuldiner, A.R., Sinisalo, J., Stanton, A.V., Stolk, R.P., Strachan, D.P., Tardif, J.-C., Thorsteinsdottir, U., Tuomilehto, J., Van Veldhuisen, D.J., Virtamo, J., Viikari, J., Vollenweider, P., Waeber, G., Widen, E., Cho, Y.S., Olsen, J.V., Visscher, P.M., Willer, C., Franke, L., Erdmann, J., Thompson, J.R., Pfeufer, A., Sotoodehnia, N., Newton-Cheh, C., Ellinor, P.T., Stricker, B.H.Ch., Metspalu, A., Perola, M., Beckmann, J.S., Smith, G.D., Stefansson, K., Wareham, N.J., Munroe, P.B., Sibon, O.C.M., Milan, D.J., Snieder, H., Samani, N.J., Loos, R.J.F.",Identification of heart rate-associated loci and their effects on cardiac conduction and rhythm disorders,2013,Nature Genetics,621,631,54
"Marí-Ordóñez, A., Marchais, A., Etcheverry, M., Martin, A., Colot, V., Voinnet, O.",Reconstructing de novo silencing of an active plant retrotransposon,2013,Nature Genetics,1029,1039,54
"Morrison, A.C., Voorman, A., Johnson, A.D., Liu, X., Yu, J., Li, A., Muzny, D., Yu, F., Rice, K., Zhu, C., Bis, J., Heiss, G., Donnell, C.J.O., Psaty, B.M., Cupples, L.A., Gibbs, R., Boerwinkle, E.",Whole-genome sequence-based analysis of high-density lipoprotein cholesterol,2013,Nature Genetics,899,901,54
"Niwa, N., Hiromi, Y., Okabe, M.",A conserved developmental program for sensory organ formation in Drosophila melanogaster,2004,Nature Genetics,293,297,55
"Cheng, Q., Yang, W., Raimondi, S.C., Pui, C.-H., Railing, M.V., Evans, W.E.",Karyotypic abnormalities create discordance of germline genotype and cancer cell phenotypes,2005,Nature Genetics,878,882,55
"Liu, L.-P., Ni, J.-Q., Shi, Y.-D., Oakeley, E.J., Sun, F.-L.",Sex-specific role of Drosophila melanogaster HP1 in regulating chromatin structure and gene transcription,2005,Nature Genetics,1361,1366,55
"Broderick, P., Chubb, D., Johnson, D.C., Weinhold, N., Försti, A., Lloyd, A., Olver, B., Ma, Y.P., Dobbins, S.E., Walker, B.A., Davies, F.E., Gregory, W.A., Child, J.A., Ross, F.M., Jackson, G.H., Neben, K., Jauch, A., Hoffmann, P., Mühleisen, T.W., Nöthen, M.M., Moebus, S., Tomlinson, I.P., Goldschmidt, H., Hemminki, K., Morgan, G.J., Houlston, R.S.",Common variation at 3p22.1 and 7p15.3 influences multiple myeloma risk,2012,Nature Genetics,58,61,55
"Helias, V., Saison, C., Ballif, B.A., Peyrard, T., Takahashi, J., Takahashi, H., Tanaka, M., Deybach, J.-C., Puy, H., Le Gall, M., Sureau, C., Pham, B.-N., Le Pennec, P.-Y., Tani, Y., Cartron, J.-P., Arnaud, L.",ABCB6 is dispensable for erythropoiesis and specifies the new blood group system Langereis,2012,Nature Genetics,170,173,55
"Meimaridou, E., Kowalczyk, J., Guasti, L., Hughes, C.R., Wagner, F., Frommolt, P., Nürnberg, P., Mann, N.P., Banerjee, R., Saka, H.N., Chapple, J.P., King, P.J., Clark, A.J.L., Metherell, L.A.",Mutations in NNT encoding nicotinamide nucleotide transhydrogenase cause familial glucocorticoid deficiency,2012,Nature Genetics,740,742,55
"Baud, A., Hermsen, R., Guryev, V., Stridh, P., Graham, D., McBride, M.W., Foroud, T., Calderari, S., Diez, M., Ockinger, J., Beyeen, A.D., Gillett, A., Abdelmagid, N., Guerreiro-Cacais, A.O., Jagodic, M., Tuncel, J., Norin, U., Beattie, E., Huynh, N., Miller, W.H., Koller, D.L., Alam, I., Falak, S., Osborne-Pellegrin, M., Martinez-Membrives, E., Canete, T., Blazquez, G., Vicens-Costa, E., Mont-Cardona, C., Diaz-Moran, S., Tobena, A., Hummel, O., Zelenika, D., Saar, K., Patone, G., Bauerfeind, A., Bihoreau, M.-T., Heinig, M., Lee, Y.-A., Rintisch, C., Schulz, H., Wheeler, D.A., Worley, K.C., Muzny, D.M., Gibbs, R.A., Lathrop, M., Lansu, N., Toonen, P., Ruzius, F.P., De Bruijn, E., Hauser, H., Adams, D.J., Keane, T., Atanur, S.S., Aitman, T.J., Flicek, P., Malinauskas, T., Jones, E.Y., Ekman, D., Lopez-Aumatell, R., Dominiczak, A.F., Johannesson, M., Holmdahl, R., Olsson, T., Gauguier, D., Hubner, N., Fernandez-Teruel, A., Cuppen, E., Mott, R., Flint, J.",Combined sequence-based and genetic mapping analysis of complex traits in outbred rats,2013,Nature Genetics,767,775,55
"Ellinghaus, D., Baurecht, H., Esparza-Gordillo, J., Rodríguez, E., Matanovic, A., Marenholz, I., Hübner, N., Schaarschmidt, H., Novak, N., Michel, S., Maintz, L., Werfel, T., Meyer-Hoffert, U., Hotze, M., Prokisch, H., Heim, K., Herder, C., Hirota, T., Tamari, M., Kubo, M., Takahashi, A., Nakamura, Y., Tsoi, L.C., Stuart, P., Elder, J.T., Sun, L., Zuo, X., Yang, S., Zhang, X., Hoffmann, P., Nöthen, M.M., Fölster-Holst, R., Winkelmann, J., Illig, T., Boehm, B.O., Duerr, R.H., Büning, C., Brand, S., Glas, J., McAleer, M.A., Fahy, C.M., Kabesch, M., Brown, S., McLean, W.H.I., Irvine, A.D., Schreiber, S., Lee, Y.-A., Franke, A., Weidinger, S.",High-density genotyping study identifies four new susceptibility loci for atopic dermatitis,2013,Nature Genetics,808,812,55
"Solomon, D.A., Kim, J.-S., Bondaruk, J., Shariat, S.F., Wang, Z.-F., Elkahloun, A.G., Ozawa, T., Gerard, J., Zhuang, D., Zhang, S., Navai, N., Siefker-Radtke, A., Phillips, J.J., Robinson, B.D., Rubin, M.A., Volkmer, B., Hautmann, R., Küfer, R., Hogendoorn, P.C.W., Netto, G., Theodorescu, D., James, C.D., Czerniak, B., Miettinen, M., Waldman, T.",Frequent truncating mutations of STAG2 in bladder cancer,2013,Nature Genetics,1428,1430,55
"Van De Ven, J.P.H., Nilsson, S.C., Tan, P.L., Buitendijk, G.H.S., Ristau, T., Mohlin, F.C., Nabuurs, S.B., Schoenmaker-Koller, F.E., Smailhodzic, D., Campochiaro, P.A., Zack, D.J., Duvvari, M.R., Bakker, B., Paun, C.C., Boon, C.J.F., Uitterlinden, A.G., Liakopoulos, S., Klevering, B.J., Fauser, S., Daha, M.R., Katsanis, N., Klaver, C.C.W., Blom, A.M., Hoyng, C.B., Den Hollander, A.I.",A functional variant in the CFI gene confers a high risk of age-related macular degeneration,2013,Nature Genetics,813,817,55
"Katajisto, P., Vaahtomeri, K., Ekman, N., Ventelä, E., Ristimäki, A., Bardeesy, N., Feil, R., DePinho, R.A., Mäkelä, T.P.",LKB1 signaling in mesenchymal cells required for suppression of gastrointestinal polyposis,2008,Nature Genetics,455,459,56
"Teotónio, H., Chelo, I.M., Bradić, M., Rose, M.R., Long, A.D.",Experimental evolution reveals natural selection on standing genetic variation,2009,Nature Genetics,251,257,56
"Falk, M.J., Zhang, Q., Nakamaru-Ogiso, E., Kannabiran, C., Fonseca-Kelly, Z., Chakarova, C., Audo, I., MacKay, D.S., Zeitz, C., Borman, A.D., Staniszewska, M., Shukla, R., Palavalli, L., Mohand-Said, S., Waseem, N.H., Jalali, S., Perin, J.C., Place, E., Ostrovsky, J., Xiao, R., Bhattacharya, S.S., Consugar, M., Webster, A.R., Sahel, J.-A., Moore, A.T., Berson, E.L., Liu, Q., Gai, X., Pierce, E.A.",NMNAT1 mutations cause Leber congenital amaurosis,2012,Nature Genetics,1040,1045,56
"Wan, J., Yourshaw, M., Mamsa, H., Rudnik-Schöneborn, S., Menezes, M.P., Hong, J.E., Leong, D.W., Senderek, J., Salman, M.S., Chitayat, D., Seeman, P., Von Moers, A., Graul-Neumann, L., Kornberg, A.J., Castro-Gago, M., Sobrido, M.-J., Sanefuji, M., Shieh, P.B., Salamon, N., Kim, R.C., Vinters, H.V., Chen, Z., Zerres, K., Ryan, M.M., Nelson, S.F., Jen, J.C.",Mutations in the RNA exosome component gene EXOSC3 cause pontocerebellar hypoplasia and spinal motor neuron degeneration,2012,Nature Genetics,704,708,56
"Ishimaru, K., Hirotsu, N., Madoka, Y., Murakami, N., Hara, N., Onodera, H., Kashiwagi, T., Ujiie, K., Shimizu, B.-I., Onishi, A., Miyagawa, H., Katoh, E.",Loss of function of the IAA-glucose hydrolase gene TGW6 enhances rice grain weight and increases yield,2013,Nature Genetics,707,711,56
"Jia, G., Huang, X., Zhi, H., Zhao, Y., Zhao, Q., Li, W., Chai, Y., Yang, L., Liu, K., Lu, H., Zhu, C., Lu, Y., Zhou, C., Fan, D., Weng, Q., Guo, Y., Huang, T., Zhang, L., Lu, T., Feng, Q., Hao, H., Liu, H., Lu, P., Zhang, N., Li, Y., Guo, E., Wang, S., Wang, S., Liu, J., Zhang, W., Chen, G., Zhang, B., Li, W., Wang, Y., Li, H., Zhao, B., Li, J., Diao, X., Han, B.",A haplotype map of genomic variations and genome-wide association studies of agronomic traits in foxtail millet (Setaria italica),2013,Nature Genetics,957,961,56
